action	lane	given	key	start_line	old_status	new_status	how	reasons	sentence	row_note
SAME-GRADE	ct-rank-two-limit	5e4354e1556b	5e4354e1556b	1801	formalized	formalized	key		Finite subgroups have no proper self-compressions, so their compression defects are trivial. The same reasoning applies to unit groups when every core point has	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: tex 1801-1805, TWO printed sentences (census splitter, ct-sentences finding 1). "Finite subgroups have no proper self-compressions, so their compression defects are trivial.": closed for every group and applied in both rank-two cases (printedRankTwoComp
REPLACE+UNION24	ct-rank-two-limit,fff-periodic,fff-quotient,hull-bridge,hull-count94,hull-unbound,nm-endpoints,sec5-sentences	8aead549f1fe,8aead549f1fe,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636,8aead549f1fe,LINE:1636,LINE:1636,LINE:1636,LINE:1636,LINE:1636	8aead549f1fe	2122	partial	partial	key; line 1636->2121 statement-env	rows/hull-unbound.tsv cites no landed commit; its declarations are defined and compiled at origin; not defined at origin 4c3d9dd02: GroupApproximation.GGT.VanKampen.osinLemma94Section_of_planarRunInputReduced GroupApproximation.GGT.VanKampen.osinLemma94PlanarRunInput_of_reduced GroupApproximation.GGT.VanKampen.OsinLemma94PlanarRunInputReduced	Let $G$ be acylindrically hyperbolic, let $N\le G$ be suitable with respect to $A$, and let $g_1,\dots,g_m\in G$.	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: thm:hull statement (tex 1636); carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kotowski-Ollivier, the Hyde-Lodha group, DG
REPLACE+UNION5	ct-rank-two-limit,fff-periodic,hull-bridge,sec5-sentences	bcc99703f838,bcc99703f838,LINE:1644,LINE:1644,LINE:1644	bcc99703f838	2129	partial	partial	key; line 1644->2129 only-candidate		Hull's proof treats $m=1$ by passing to $G/\normal{r}_G$ for one element $r$ and the general case by induction on $m$, using his clause~(d), that $\varphi(N)$ i	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: the paragraph after thm:hull (tex 1644-1648); carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kotowski-Ollivier, the Hyde-
REPLACE+UNION5	ct-rank-two-limit,fff-periodic,hull-bridge,nm-endpoints,sec5-sentences	2f55113239ce,2f55113239ce,LINE:1650,2f55113239ce,LINE:1650	2f55113239ce	2136	partial	partial	key; line 1650->2135 statement-env		Let $G$ be finitely presented, torsion-free, and acylindrically hyperbolic, and let $N\trianglelefteq G$ be nontrivial. Then there is a surjective homomorphism	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: lem:saturation statement; carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kotowski-Ollivier, the Hyde-Lodha group, DGO 2.3
REPLACE+UNION5	ct-rank-two-limit,fff-periodic,hull-bridge,sec5-sentences	2f997e5af4e6,2f997e5af4e6,LINE:1665,LINE:1665,LINE:1665	2f997e5af4e6	2150	partial	partial	key; line 1665->2150 match 0.57>0.17; line 1665->2150 match 0.98>0.43		Apply Theorem~\ref{thm:hull} to $N_0$, with respect to $A'$, with $g_1,\dots,g_m$ a finite generating set of $G$.	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: applying thm:hull to N_0 in the proof of lem:saturation; carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kotowski-Ollivier
REPLACE+UNION11	ct-rank-two-limit,fff-periodic,hl-lemma46,hull-bridge,hull-respell,kh-ejz,kh-torsion,ko-closed,nm-endpoints,sec5-sentences,simple-group	8097c371f35d,8097c371f35d,LINE:1679,LINE:1675,LINE:1675,LINE:1675,LINE:1675,LINE:1675,8097c371f35d,LINE:1675,LINE:1679	8097c371f35d	2160	partial	partial	key; line 1679->2164 match 1.00>0.27; line 1675->2160 only-candidate		Fournier-Facio constructs a finitely presented torsion-free group $G_0$ with property~\textup{(T)}, a subgroup $\Gamma\le G_0$ with property~\textup{(T)}, an el	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: the Fournier-Facio paragraph (tex 1675-1685); carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kotowski-Ollivier, the Hyde-
REPLACE+UNION5	ct-rank-two-limit,fff-periodic,hull-bridge,sec5-sentences	721da4c14d11,721da4c14d11,LINE:1698,LINE:1698,LINE:1698	721da4c14d11	2183	partial	partial	key; line 1698->2183 match 1.13>0.07; line 1698->2183 match 1.13>0.17; line 1698->2183 match 1.00>0.53		By Lemma~\ref{lem:saturation} applied to $G_0$ and $N$, there is a surjective homomorphism $\varphi\colon G_0\to Q$ with $Q$ two-generated, finitely presented,	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: applying lem:saturation to G_0 and N in the proof of thm:torsion-free; carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kot
REPLACE+UNION5	ct-rank-two-limit,fff-periodic,hull-bridge,nm-endpoints,sec5-sentences	7b1fa3182135,7b1fa3182135,LINE:1718,7b1fa3182135,LINE:1718	7b1fa3182135	2204	partial	partial	key; line 1718->2203 statement-env		The algebra $C^*_{\mathrm r}(Q)$ is separable, unital, simple, and generated by two unitaries.	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: cor:regular-nonmf-algebra statement; carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kotowski-Ollivier, the Hyde-Lodha gro
REPLACE+UNION5	ct-rank-two-limit,fff-periodic,hull-bridge,nm-endpoints,sec5-sentences	8b1ec28a0e73,8b1ec28a0e73,LINE:1718,8b1ec28a0e73,LINE:1718	8b1ec28a0e73	2205	partial	partial	key; line 1718->2203 statement-env		It has a unique tracial state and stable rank one, and it is stably finite but not MF\@.	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: cor:regular-nonmf-algebra statement, second sentence; carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kotowski-Ollivier, t
REPLACE+UNION6	ct-rank-two-limit,fff-periodic,hull-bridge,nm-endpoints,sec5-sentences,theoremc-retire	0f22bdbc4184,0f22bdbc4184,LINE:284,0f22bdbc4184,LINE:284,LINE:284	0f22bdbc4184	297	partial	partial	key; line 284->296 statement-env		There is a two-generated, finitely presented, torsion-free, acylindrically hyperbolic group $Q$ with property~\textup{(T)} such that every homomorphism from $Q$	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: thm:torsion-free statement (tex 284); carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kotowski-Ollivier, the Hyde-Lodha gr
REPLACE+UNION4	ct-rank-two-limit,fff-periodic,nm-endpoints,sec5-sentences	dce7a9ff4e83,dce7a9ff4e83,dce7a9ff4e83,LINE:291	dce7a9ff4e83	305	partial	partial	key; line 291->303 match 0.85>0.63		Its reduced $C^*$-algebra is simple, has a unique tracial state and stable rank one, and is not MF\@.	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: Introduction, the reduced C*-algebra sentence (tex 291), cor:regular-nonmf-algebra; carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedde
REPLACE+UNION3	ct-rank-two-limit,fff-periodic,nm-endpoints	a16637da7249,a16637da7249,a16637da7249	a16637da7249	76	partial	partial	key		We also construct a sofic group that is not MF, whose canonical trace on the maximal group $C^*$-algebra is amenable but not quasidiagonal, and a finitely prese	rows/ct-rank-two-limit.tsv: ct-rank-two-limit: Abstract, torsion-free clause (tex 66), thm:torsion-free; carriers state the printed endpoint over the open waist GGT.VanKampen.RelativeGreendlingerQuasiGeodesicLeastAreaStatement.{0,0,0} alone (hgreendlinger), with the embedded bridge, Kotowski-Ollivie
SAME-GRADE	ct-return-tower	LINE:1710	18794db09df6	1710	definition	definition	match 1.20>0.33		Starting with $C_0=\varnothing$, put	rows/ct-return-tower.tsv: "Starting with C_0 = ∅, put C_i = C_{i-1} ∪ (U_i \ ⋃_{|j|<r} T^j C_{i-1})": the printed recursion (cover indexed from 0). LANDED e4a681074 (Dynamics/ReturnSection). [census merge 4c3d9dd02]
SAME-GRADE	ct-return-tower	LINE:1716	0c51973a1e22	1716	formalized	formalized	match 1.20>0.26		Then $C=C_m$ is clopen, separated from its first $r-1$ translates, and $X=\bigcup_{|j|<r}T^jC$.	rows/ct-return-tower.tsv: "Then C = C_m is clopen, separated from its first r-1 translates, and X = ⋃_{|j|<r} T^j C": the three fields of IsReturnSection, proved for sectionStep m. LANDED e4a681074 (Dynamics/ReturnSection). [census merge 4c3d9dd02]
SAME-GRADE	ct-return-tower	LINE:1717	6594ce123649	1717	formalized	formalized	match 1.20>0.27		Its return gaps lie in $[r,2r-1]$: a larger gap would have a middle point at distance at least $r$ from every return.	rows/ct-return-tower.tsv: "Its return gaps lie in [r, 2r-1]: a larger gap would have a middle point at distance at least r from every return": the middle point T^r x meets some T^j C with |j| < r (exists_return), separation gives the lower bound; closed endpoint returnSectionStatement_holds : Return
SAME-GRADE	ct-return-tower	LINE:1719	c3d333b41241	1719	formalized	formalized	match 1.20>0.16		For $r=1$ simply take $C=X$.	rows/ct-return-tower.tsv: "For r = 1 simply take C = X". LANDED e4a681074 (Dynamics/ReturnSection). [census merge 4c3d9dd02]
SAME-GRADE	ct-return-tower	LINE:1721	32b097ac7fe8	1721	formalized	formalized	match 1.20>0.50		Let $C_h$ be the clopen first-return-time cells and $S_C$ the first-return homeomorphism.	rows/ct-return-tower.tsv: "Let C_h be the clopen first-return-time cells and S_C the first-return homeomorphism": cells clopen, S_C x = T^{h(x)} x a homeomorphism of C (inverse = first return of T⁻¹); closed endpoint firstReturnStatement_holds : FirstReturnStatement. LANDED e4a681074 (Dynamics/First
SAME-GRADE	ct-return-tower	LINE:1722	5d45868395fb	1722	definition	definition	match 1.20>0.25		Put $p_C=1_C$ and $P_C=p_CR_Xp_C$.	rows/ct-return-tower.tsv: "Put p_C = 1_C and P_C = p_C R_X p_C": the base idempotent of the tower is coeff (charFn C), and Base is the corner MFQuotientUnits.Corner R τ.p. LANDED 28cd138ca, 7b0a3343c. [census merge 4c3d9dd02]
SAME-GRADE	ct-return-tower	LINE:1727	48a7b49cd9cc	1727	definition	definition	match 1.20>0.14		For $0\le i<2r-1$ put	rows/ct-return-tower.tsv: "For 0 ≤ i < 2r-1 put D_i = ⋃_{h>i} C_h, a_i = u^i 1_{D_i}, b_i = 1_{D_i} u^{-i}": D_i spelled {x ∈ C | i < returnTime x}. LANDED 7b0a3343c (Dynamics/ReturnTowerCrossedProduct). [census merge 4c3d9dd02]
SAME-GRADE	ct-return-tower	LINE:1731	215bfbb4bef3	1731	formalized	formalized	match 1.20>0.28		The tower partition gives $b_i a_j=0$ for $i\ne j$, $b_i a_i=1_{D_i}$ and $\sum_i a_i b_i=1$.	rows/ct-return-tower.tsv: "The tower partition gives b_i a_j = 0 for i ≠ j, b_i a_i = 1_{D_i} and ∑_i a_i b_i = 1": the partition X = ⊔_{i<2r-1} T^i D_i, then the three identities; closed endpoint returnTowerUnitsStatement_holds : ReturnTowerUnitsStatement. LANDED 7b0a3343c. [census merge 4c3d9dd02]
SAME-GRADE	ct-return-tower	LINE:1734	d29d95ef4834	1734	formalized	formalized	match 1.20>0.50		For $i<r$ we have $D_i=C$, so the first $r$ levels give the injection	rows/ct-return-tower.tsv: "For i < r we have D_i = C, so the first r levels give the injection Φ : M_r(P_C) → R_X, Φ(A) = ∑_{i,j<r} a_i A_ij b_j": Φ a non-unital ring hom, injective via b_k Φ(A) a_l = A_kl. LANDED 28cd138ca, 7b0a3343c. [census merge 4c3d9dd02]
SAME-GRADE	ct-return-tower	LINE:1709	d44d8916b7e9	1709	formalized	formalized	match 1.20>0.38		Choose a finite clopen cover $U_1,\dots,U_m$ with $U_i\cap T^jU_i=\varnothing$ for $0<|j|<r$.	rows/ct-return-tower.tsv: "Choose a finite clopen cover U_1, ..., U_m with U_i ∩ T^j U_i = ∅ for 0 < |j| < r": clopen neighbourhoods avoiding the finitely many T^j x (0 < j < r, no short periods), a finite subcover by compactness, and both signs of j (exists_separated_clopen_cover_abs). LANDED cc547
SAME-GRADE	ct-return-tower	LINE:1723	709190a010a1	1723	formalized	formalized	match 1.20>0.50		The unit $v=\sum_h u^h1_{C_h}$ implements $S_C$, and $P_C=\operatorname{LC}(C,k)\rtimes_{S_C}\mathbb Z$: split any partial shift with endpoints in $C$ according	rows/ct-return-tower.tsv: "The unit v = sum_h u^h 1_{C_h} implements S_C, and P_C = LC(C,k) x_{S_C} Z: split any partial shift with endpoints in C according to its successive returns": v is a unit of P_C with inverse w and v f = (f o S_C^-1) v (ReturnRingUnit 71084d8c5); returnRingHom sends coeffici
SAME-GRADE	ct-return-tower	LINE:1726	5a2063e21671	1726	formalized	formalized	match 1.20>0.50		This is a finite splitting for each fixed shift exponent.	rows/ct-return-tower.tsv: "This is a finite splitting for each fixed shift exponent": for each n, p_C u^n p_C is a sum over the finitely many return cells h < 2r, and the cells with h > |n| contribute zero. LANDED 2acee7950 (Dynamics/ReturnCornerGeneration). [census merge 4c3d9dd02]
REPLACE	ct-return-tower	42c043ef7ab5	42c043ef7ab5	1518	partial	formalized	key		Every unital homomorphism from $R_X$ to a directly finite ring factors uniquely through restriction $R_X\to R_Y$.	rows/ct-return-tower.tsv: tex 1518-1519 (thm:core-ring-reflection), "Every unital homomorphism from R_X to a directly finite ring factors uniquely through restriction R_X -> R_Y": IsUniversalDirectlyFiniteQuotient (coreRestrict T k), conjunct 1 of PrintedCoreRingReflection, over the named CoreModels
REPLACE	ct-return-tower	8981cd70915a	8981cd70915a	1519	partial	formalized	key		This is also the universal stably finite and LEF ring quotient.	rows/ct-return-tower.tsv: tex 1519-1520, "This is also the universal stably finite and LEF ring quotient": IsUniversalStablyFiniteQuotient and IsUniversalLEFQuotient of coreRestrict, conjunct 2, over CoreModelsLEFStatement alone. LANDED 17817cdac. Regraded formalized by ct-rank-budget on the lead's
REPLACE	ct-return-tower	43afa4ee3f10	43afa4ee3f10	1520	partial	formalized	key		The same assertions hold for $M_m(R_X)\to M_m(R_Y)$ for every $m\ge1$.	rows/ct-return-tower.tsv: tex 1520-1521, "The same assertions hold for M_m(R_X) -> M_m(R_Y) for every m >= 1": the three universal properties of (coreRestrict T k).mapMatrix, conjunct 3, over CoreModelsLEFStatement alone (via chain-reflection's isUniversalQuotients_mapMatrix). LANDED 17817cdac. Regr
REPLACE	ct-return-tower	cfbacaa0fffa	cfbacaa0fffa	1521	partial	formalized	key		In particular, $R_X$ is directly finite if and only if it is stably finite, if and only if it is LEF, if and only if every point of $X$ is chain recurrent.	rows/ct-return-tower.tsv: tex 1521-1523, "In particular, R_X is directly finite if and only if it is stably finite, if and only if it is LEF, if and only if every point of X is chain recurrent": conjunct 4, and ct-rank-budget's CoreRingReflectionStatement, over CoreModelsLEFStatement alone. LANDED 1
REPLACE	ct-return-tower	9dae685e37b9	9dae685e37b9	1527	partial	formalized	key		A unital homomorphism to a directly finite ring kills every $d$ in \eqref{eq:clopen-defect-pair}, hence all of $I$ by Lemma~\ref{lem:transient-matrices}.	rows/ct-return-tower.tsv: tex 1527-1528, "A unital homomorphism to a directly finite ring kills every d in eq:clopen-defect-pair, hence all of I by Lemma lem:transient-matrices": closed endpoint printedCoreKillsDefectsAndI : PrintedCoreKillsDefectsAndI (#audit_closed_axioms), via map_defectD_eq_zero
REPLACE	ct-return-tower	400dde0dbd9d	400dde0dbd9d	1529	partial	formalized	key		Since $R_Y$ itself is LEF and therefore stably finite, all three universal properties follow.	rows/ct-return-tower.tsv: tex 1529-1530, "Since R_Y itself is LEF and therefore stably finite, all three universal properties follow": LEF => stably finite is closed (lefStablyFiniteInterface); R_Y LEF is the named CoreModelsLEFStatement. LANDED 17817cdac. Regraded formalized by ct-rank-budget on th
REPLACE	ct-return-tower	b23e0f5197b5	b23e0f5197b5	1538	partial	formalized	key		Finally, $I=0$ exactly when $X=Y$, giving the stated equivalences.	rows/ct-return-tower.tsv: tex 1538, "Finally, I=0 exactly when X=Y, giving the stated equivalences": closed endpoint printedCoreIZeroIff : PrintedCoreIZeroIff (transientIdeal = ⊥ iff CR(T) = X; #audit_closed_axioms); its use for the equivalences is directlyFinite_iff_of_coreModels (restrict_injectiv
